Type,ID,SedRed,Cost,Duck,Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
WCMO,9077,145.096,44474.379,14.831,9077,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,99600.88281,896407.9453,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.033333333,silty clay loam,5.0,Marna,0.28,0.28,0.4839759,0.2657656,26262.96094,26451.75,L115A,83,9426,1104.011275,GBER_CONUS_wet_poly,312.30523680000005
WCMO,9078,20.291,8825.451,5.57,9078,COB,2,54,619,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,14219.50195,127975.5176,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.233333333,silty clay loam,5.0,Marna,0.2666667,0.2666667,0.2601245,0.5101998999999999,7356.0625,7249.618651999999,L5A,88,13295,1056.708978,GBER_CONUS_wet_poly,172.4814148
WCMO,9079,5.4639999999999995,6017.838000000001,2.8939999999999997,9079,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,3783.3854979999996,34050.46948,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Brownton,0.28,0.28,1.5599061,0.09702419999999999,369.3710632,366.82025150000004,L115A,81,9426,1381.779463,GBER_CONUS_wet_poly,834.8434447999999
WCMO,9080,15.765,13780.508,4.9239999999999995,9080,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,10922.37109,98301.33984,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.05,silty clay loam,5.0,Marna,0.28,0.28,1.3931415,0.3943698,4344.37793,4304.409668,L115A,84,9426,1213.28854,GBER_CONUS_wet_poly,212.9980469
WCMO,9081,14.147,7666.3,4.654,9081,COB,2,54,619,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,9910.847656,89197.62891,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.4,silty clay loam,5.0,Marna,0.26,0.26,0.4941387,0.4324915,4238.848633,4283.303711,L121B,91,13295,1223.67595,GBER_CONUS_wet_poly,210.408783
WCMO,9082,20.889,15010.858999999999,5.657,9082,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,14477.01074,130293.0967,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.05,silty clay loam,5.0,Marna,0.28,0.28,0.11713879999999999,0.1273242,1835.76062,1841.968994,L115A,84,9426,1501.615061,GBER_CONUS_wet_poly,659.7330933
WCMO,9083,47.165,21049.291,8.391,9083,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,31922.8125,287305.3125,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.025,silty clay loam,5.0,Marna,0.26,0.26,0.1498991,0.5157692,16502.03906,16453.13086,L78A,88,9426,1822.738627,GBER_CONUS_wet_poly,170.61894230000001
WCMO,9084,8.104,11964.463,3.5239999999999996,9084,COB,2,54,619,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,5675.584961,51080.26465,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.05,silty clay loam,5.0,Marna,0.28,0.28,0.5894659000000001,0.2845344,1590.262573,1613.749268,L115A,84,13295,1362.292624,GBER_CONUS_wet_poly,295.2191772
WCMO,9085,8.243,6535.798000000001,3.562,9085,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,5708.680176,51378.12158,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,silty clay loam,5.0,Marna,0.28,0.28,4.1899323,0.2538593,1418.819458,1448.177002,L82A,87,9426,1450.6693460000001,GBER_CONUS_wet_poly,342.70959469999997
WCMO,9086,6.397,6191.670999999999,3.12,9086,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,4429.535645,39865.8208,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.85,silty clay loam,5.0,Marna,0.28,0.28,11.3548603,0.41643199999999997,1686.549805,1843.28894,L88A,84,13295,1749.1006120000002,GBER_CONUS_wet_poly,201.7135925
WCMO,9087,23.994,10756.729,6.063,9087,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,16631.92578,149687.332,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.55,silty clay loam,5.0,Marna,0.28,0.28,0.0754155,0.4995481,8294.996094,8302.558594,L89A,91,9426,1934.9537699999998,GBER_CONUS_wet_poly,182.16464230000003
WCMO,9088,31.329,28950.241,6.81,9088,COB,2,54,619,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,21147.86328,190330.7695,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.975,silty clay loam,5.0,Marna,0.26,0.26,1.0180525,0.5605303,11804.76758,11845.58301,L115A,91,13295,1480.210247,GBER_CONUS_wet_poly,162.3462677
WCMO,9089,8.816,12445.706,3.935,9089,COB,2,54,626,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,7065.956055,63593.60449,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.05,silty clay loam,5.0,Marna,0.28,0.28,0.4166751,0.202177,1375.612549,1427.5571289999998,L115A,84,13295,1474.7247,GBER_CONUS_wet_poly,415.4774475
WCMO,9090,5.122000000000001,11227.493,2.805,9090,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,3546.3847659999997,31917.46289,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.4,silty clay loam,5.0,Marna,0.26,0.26,2.6944578,0.4618755,1646.124146,1636.828491,L121B,91,9426,1752.5471079999998,GBER_CONUS_wet_poly,197.0227966
WCMO,9138,11.622,13403.323,5.212000000000001,9138,COB,2,40,592,551,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,12073.74707,108663.7236,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.1,silty clay loam,5.0,Marna,0.272,0.272,0.0486222,0.18286029999999998,2192.128906,2206.263428,211,88,1200,364.1714607,GBER_CONUS_wet_poly,481.2417297
WCMO,9139,6.479,1291.827,3.889,9139,COB,2,40,592,551,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,6730.658691,60575.92822,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.41384209999999994,0.18944439999999999,1273.634888,1274.191895,997,85,1200,417.7835055,GBER_CONUS_wet_poly,448.68038939999997
WCMO,9140,33.504,11449.201000000001,8.699,9140,COB,2,40,592,551,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,33601.53906,302413.8516,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.875,silty clay loam,5.0,Marna,0.28,0.28,0.20779570000000003,0.400158,13386.4873,13436.50195,110,84,1200,788.3104651000001,GBER_CONUS_wet_poly,209.91705319999997
WCMO,9141,19.297,3847.958,6.726,9141,COB,2,40,592,551,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,20048.57617,180437.1855,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,0.12803119999999998,0.1550771,3090.066162,3106.897217,997,86,6162,544.7128154,GBER_CONUS_wet_poly,554.5628662
WCMO,9142,95.844,59037.45,14.734000000000002,9142,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,95366.55469,858298.9922,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.5,silty clay loam,4.666666667,Marna,0.2466667,0.2466667,0.1744733,1.0098481,96603.08594,96238.58594,239,87,1110,260.4885138,GBER_CONUS_wet_poly,86.1515656
WCMO,9143,7.309,7803.2,4.15,9143,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,7539.046875,67851.42188,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.25,silty clay loam,5.0,Marna,0.28,0.28,0.1322674,0.53985,4110.417969,4067.1201170000004,110,88,2118,279.17083080000003,GBER_CONUS_wet_poly,163.0082397
WCMO,9144,5.449,11014.953000000001,2.927,9144,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,3772.659668,33953.93701,Cultivated Crops,Prime farmland if drained,Moderately well drained,Not Hydric,0.0,None,1.5,silty clay loam,5.0,Guckeen,0.28,0.28,0.5091018,0.43785280000000004,1631.439697,1650.715454,230,88,6162,0.0,GBER_CONUS_wet_poly,200.9807739
WCMO,9149,15.668,14556.173999999999,6.0920000000000005,9149,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,16163.6416,145472.7744,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.75,silty clay loam,5.0,Marna,0.28,0.28,0.5097855,0.6371253000000001,10373.03711,10291.13086,110,87,950,161.24149319999998,GBER_CONUS_wet_poly,136.55084230000003
WCMO,9150,4.592,16282.579,3.3169999999999997,9150,COB,2,40,624,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,4767.447265999999,42907.025389999995,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.75,silty clay loam,5.0,Marna,0.2525,0.2525,0.635761,0.3854712,1717.2742920000003,1836.4432370000002,1032,84,13040,117.5899584,GBER_CONUS_wet_poly,217.91510010000002
WCMO,9151,47.461000000000006,32317.582000000002,10.350999999999999,9151,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,46574.65625,419171.9063,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,3.5,silty clay loam,5.0,Marna,0.27,0.27,0.7215126000000001,0.9892289000000001,45832.95313,46041.08594,110,89,950,0.0,GBER_CONUS_wet_poly,89.9690628
WCMO,9152,8.58,12494.721000000001,4.515,9152,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,8850.358398,79653.22559,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,0.10061039999999999,0.33759320000000004,2980.610107,2985.751709,110,84,950,186.5612048,GBER_CONUS_wet_poly,248.8201752
WCMO,9153,11.735,13412.273000000001,5.268,9153,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,12105.49805,108949.4824,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,0.1373084,0.3382447,4109.672852000001,4091.775879,110,84,3667,0.0,GBER_CONUS_wet_poly,248.34094240000002
WCMO,9154,4.098,6571.7119999999995,3.1180000000000003,9154,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,4227.030272999999,38043.27246,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.16420520000000002,0.2354759,991.8244629000001,994.673584,211,79,3667,273.6627204,GBER_CONUS_wet_poly,335.49084469999997
WCMO,9155,4.835,5957.132,3.397,9155,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,4986.834961,44881.51465,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Minnetonka,0.28,0.28,0.0491782,0.2038784,1007.363159,1016.0049439999999,319,82,162,252.154018,GBER_CONUS_wet_poly,402.200531
WCMO,9156,8.432,6669.385,4.457,9156,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,8697.806641,78280.25977,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Cordova,0.28,0.28,0.2301862,0.43440200000000007,3870.521729,3775.714111,109,87,1110,168.6609247,GBER_CONUS_wet_poly,200.2753448
WCMO,9157,9.155,13511.43,4.655,9157,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,9443.791992,84994.12793,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,0.7933007,0.3155297,2990.274902,2977.727539,110,84,2118,0.0,GBER_CONUS_wet_poly,266.21899410000003
WCMO,9159,8.013,1095.41,3.705,9159,COB,2,35,618,529,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,5707.289551,51365.60596,Herbaceuous,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.75,silty clay,3.0,Lura,0.15,0.15,4.0758328,0.0166602,90.4146652,95.020195,1053,43,3726,0.0,GBER_CONUS_wet_poly,2581.0083010000003
WCMO,9160,9.812999999999999,7138.705,4.508,9160,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,11143.05078,100287.457,Cultivated Crops,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,2.02,loam,5.0,Ocheyedan,0.24,0.24,0.2861493,0.5308141,5890.443359000001,5910.367188,L107A,95,202,722.7364651,NCED easement_GBERB,178.9703979
WCMO,9161,5.812,6021.746,3.1069999999999998,9161,LES,1,30,601,519,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,5323.485352000001,47911.368160000005,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.175,clay loam,5.0,Canisteo,0.25,0.25,1e-05,0.4697839,2435.3598629999997,2498.971924,L107A,92,181,844.0284849999999,NCED easement_GBERB,195.8347168
WCMO,9162,18.393,9009.983,6.169,9162,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,20892.75781,188034.8203,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5.0,Canisteo,0.24,0.24,0.2870578,0.3351928,7032.008789,6997.736328,L107A,91,202,124.2405135,NCED easement_GBERB,271.4855652
WCMO,9163,225.967,54655.8,21.807,9163,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,258715.9688,2328443.719,Cultivated Crops,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,2.6684210530000003,loam,4.6315789469999995,Ocheyedan,0.2210526,0.2210526,0.3564922,1.0714282,276325.625,276983.8125,L117C2,91,6447,314.6574248,GBER_CONUS_wet_poly,84.93336490000002
WCMO,9164,19.52,9255.832,6.407,9164,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,22173.67969,199563.1172,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.54,clay loam,5.0,Canisteo,0.24,0.24,0.12200510000000002,0.5731596,12535.0,12699.35742,L83A,93,6447,438.8491499,GBER_CONUS_wet_poly,162.25848390000002
WCMO,9170,7.369,11651.419,4.005,9170,LES,1,43,594,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,8604.202148,77437.81934,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.766666667,clay loam,5.0,Canisteo,0.24,0.24,0.5311564000000001,0.7260923,6234.228515999999,6242.692383,L107A,96,6447,956.7833476,GBER_CONUS_wet_poly,132.2145996
WCMO,9171,9.54,11677.401000000002,4.022,9171,LES,1,30,601,519,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,8739.570313,78656.13281,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,4.5,clay loam,5.0,Canisteo,0.24,0.24,1e-05,1.5224674999999999,13195.22559,13295.58398,L117C2,92,6447,1110.095503,GBER_CONUS_wet_poly,60.428218799999996
WCMO,9172,10.655,12387.955,4.812,9172,LES,1,43,594,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,12441.69043,111975.2139,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.35,clay loam,5.0,Canisteo,0.24,0.24,2.0462265,1.0545712999999999,12983.88281,13110.66016,L107A,92,6447,913.1393992000001,GBER_CONUS_wet_poly,87.2392426
WCMO,9173,146.214,47882.594000000005,17.838,9173,LES,1,43,594,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,171324.4375,1541919.938,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.9363636359999998,clay loam,5.0,Canisteo,0.2436364,0.2436364,0.17550220000000002,1.0148504,174434.5156,173736.0781,L83A,94,6447,470.1643819,GBER_CONUS_wet_poly,92.6244888
WCMO,9174,3.719,10880.756000000001,3.358,9174,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,4588.90332,41300.12988,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.666666667,clay,5.0,Beauford,0.28,0.28,0.5112866,0.24749770000000004,1182.791382,1134.989868,310,78,4646,1442.4572349999999,GBER_CONUS_wet_poly,315.1544495
WCMO,9175,11.17,8476.354,6.666,9175,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,18112.44922,163012.043,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.123824,0.13166129999999998,2367.533447,2383.1247559999997,310,78,4646,1091.097699,GBER_CONUS_wet_poly,592.4291992000001
WCMO,9176,9.731,7974.764,6.169,9176,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,15499.074219999999,139491.668,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.032650599999999995,0.122873,1900.96875,1903.153076,310,79,4646,838.0587195,GBER_CONUS_wet_poly,642.9400635
WCMO,9177,6.4479999999999995,6830.995,4.843999999999999,9177,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,9539.827148,85858.44434,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.26050789999999996,0.17967160000000001,1717.30127,1712.897949,310,79,4646,639.6833752,GBER_CONUS_wet_poly,439.69104000000004
WCMO,9178,10.505,8244.555,6.445,9178,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,16904.73828,152142.6445,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,1.2641283,0.22156439999999997,3804.70459,3743.003418,310,79,4646,1220.885514,GBER_CONUS_wet_poly,356.55541989999995
WCMO,9179,260.001,93105.506,33.673,9179,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,459046.0938,4131414.8439999996,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.2193913,0.4256965999999999,195061.4375,195284.8438,310,80,4646,561.2032397999999,GBER_CONUS_wet_poly,187.9272461
WCMO,9180,5.3629999999999995,11314.966,4.256,9180,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,6851.220215,61660.981929999994,Cultivated Crops,Prime farmland if drained,Moderately well drained,Not Hydric,0.0,None,1.5,silty clay loam,5.0,Guckeen,0.28,0.28,0.2326169,1.0705788999999999,7457.652344,7330.157715,211,88,6675,921.7135678,GBER_CONUS_wet_poly,82.1985168
WCMO,9181,7.894,12112.659,5.403,9181,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,11007.3457,99066.11133,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.75,silty clay,5.0,Lura,0.28,0.28,0.17396170000000002,0.2732505,3010.127686,3005.874268,110,84,6675,603.8520579,GBER_CONUS_wet_poly,307.4102173
WCMO,9182,3.596,758.222,3.2430000000000003,9182,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,3950.47876,35554.30884,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Calco,0.28,0.28,0.1705662,0.11927529999999999,454.08093260000004,470.89868160000003,85,81,6675,119.3288763,GBER_CONUS_wet_poly,679.1013793999999
WCMO,9183,6.595,981.21,3.5039999999999996,9183,COB,2,54,699,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,5112.287598,46010.58838,Cultivated Crops,Not prime farmland,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Calco,0.28,0.28,0.9404606,0.0166602,83.667305,85.1139297,349,20,5164,59.54256753,GBER_CONUS_wet_poly,1200.4689939999998
WCMO,9197,8.0,6337.598000000001,4.422,9197,MAP,2,52,640,656,Blue Earth,Upper Maple,Map AB UG,AB,2,LO,23,6969.135742,62722.221679999995,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.5,clay,5.0,Beauford,0.28,0.28,0.23863220000000002,0.5203439999999999,3582.5683590000003,3624.178467,211,84,9974,338.28068160000004,GBER_CONUS_wet_poly,161.43168640000002
WCMO,9198,2.906,5584.599,2.9219999999999997,9198,MAP,2,52,648,656,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,23,3045.869141,27412.82227,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.12815739999999998,0.30318779999999995,908.6538696,922.9170531999999,310,77,9974,796.4731221,GBER_CONUS_wet_poly,253.9679871
WCMO,9206,7.315,6203.129,4.196000000000001,9206,MAP,2,52,640,656,Blue Earth,Upper Maple,Map AB UG,AB,2,LO,23,6268.527344,56416.74609,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.5,clay,5.0,Beauford,0.28,0.28,0.1046498,0.618679,4109.266113000001,3875.8889159999994,211,84,9974,276.337467,GBER_CONUS_wet_poly,135.7731628
WCMO,9207,9.235,1619.576,4.879,9207,MAP,2,52,648,656,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,23,8438.294922,75944.6543,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Minnetonka,0.325,0.325,0.12219160000000001,0.2707744,2259.071045,2283.513428,287,80,9974,224.8816631,GBER_CONUS_wet_poly,295.44888310000005
WCMO,9208,23.273000000000003,4445.577,8.093,9208,MAP,2,52,648,656,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,23,23162.28516,208460.5664,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.5,silty clay loam,5.0,Minnetonka,0.28,0.28,0.36481020000000003,0.4358438,10202.66699,10089.12988,287,82,4880,315.41852339999997,GBER_CONUS_wet_poly,188.1408081
WCMO,9235,5.285,5996.501,3.056,9235,LES,1,45,661,589,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,5191.956543,46727.608889999996,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.3666666669999998,clay loam,5.0,Canisteo,0.24,0.24,1e-05,0.7414864000000001,3603.623535,3846.812012,L85A,94,181,465.55870360000006,NCED easement_GBERB,126.77239229999999
WCMO,9236,3.702,5698.0109999999995,2.553,9236,LES,1,45,661,589,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3636.766357,32730.89722,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.55,clay loam,5.0,Poorly drained soil,0.24,0.24,0.9367498,0.1476651,526.2785034,536.6103516,L85A,95,7206,814.2519589999999,GBER_CONUS_wet_poly,643.3475342
WCMO,9237,3.7489999999999997,692.6139999999999,2.539,9237,LES,1,45,683,661,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3608.647949,32477.83154,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,5.0,Canisteo,0.26,0.26,0.3609312,0.1503497,523.6681518999999,542.1414185,L84A,88,7206,360.3433716,GBER_CONUS_wet_poly,585.3020019999999
WCMO,9238,11.325,2135.8520000000003,4.475,9238,LES,1,45,661,589,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,11128.18555,100153.6699,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.025,clay loam,5.0,Canisteo,0.26,0.26,0.1576342,0.3347455,3796.014404,3722.246582,L84A,90,181,732.6148003,NCED easement_GBERB,268.8609619
WCMO,9239,21.247,3927.679,6.053999999999999,9239,LES,1,45,683,661,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,20463.93945,184175.4551,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.7,clay loam,4.0,Canisteo,0.13,0.13,0.4738645,0.36678649999999996,7516.556151999999,7500.120606,L14A,82,7206,384.93419500000005,GBER_CONUS_wet_poly,223.56327819999996
WCMO,9240,83.31200000000001,15422.111,11.972999999999999,9240,LES,1,45,683,661,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,80352.07031,723168.6328,Emergent Herbaceuous Wetlands,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,3.38,clay loam,3.8,Canisteo,0.152,0.152,0.34885879999999997,2.0362568,164277.0469,163491.375,L107A,66,7206,0.0,GBER_CONUS_wet_poly,32.4124146
WCMO,9241,27.842,5147.549,6.956,9241,LES,1,45,683,661,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,26819.6875,241377.1875,Cultivated Crops,Not prime farmland,Poorly drained,Partially Hydric,0.5,None,2.85,silty clay loam,5.0,Havelock,0.24,0.24,2.244971,0.3653167,9794.507813,9790.152344,L127A,70,7206,1012.821715,GBER_CONUS_wet_poly,191.6145325
WCMO,9242,3.8169999999999997,705.326,2.5639999999999996,9242,LES,1,45,683,661,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3674.877686,33073.89917,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.6,loam,5.0,Hamel,0.28,0.28,1.2098563999999998,0.3810496,1419.790772,1399.231934,L36A,97,7206,401.845437,GBER_CONUS_wet_poly,254.56005860000002
WCMO,9273,15.369000000000002,7101.755999999999,5.098,9273,COB,2,35,618,529,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,10950.54004,98554.86035,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,2.25,silty clay loam,5.0,Marna,0.28,0.28,0.1174682,0.4777392,5301.472168,5227.942871,110,91,7627,163.94184280000002,GBER_CONUS_wet_poly,190.48048400000002
