Site_ID,SedRed,Cost,Duck,HYDSB,SEDSB,SEDSB_R,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,SurfText,PondFCls,NEAR_FC,Hydri,Slope,Tfactor,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,CropProdIn,NEAR_FID,NEAR_DIST,CPI_depth
15232,15.806,7424.622,6.128,71,927,923,12632.73145,113694.583,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1,5,0.28,0.28,0.0968423,0.1493427,1874.998169,1885.475952,90,4418,699.8680386,602.640625
15233,69.228,11567.665,13.386,71,1032,961,60269.6875,542427.1875,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,3.833333333,4.5,0.21,0.21,0.6045689,1.5101703,89907.99219,90962.82813,90,4418,159.0322099,59.5959244
15234,5.906,10815.227,3.569,71,1032,961,4247.484375,38227.35938,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,2.333333333,5,0.28,0.28,1.00E-05,0.2813775,1207.953613,1194.43457,92,4418,1192.44064,326.9628906
15235,10.881,6674.917,5.13,71,1032,961,8726.626953,78539.64258,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.0819252,0.1004492,878.7297974,876.0633545,86,8338,1918.875646,856.1539917
15236,5.046,5666.579,3.234,71,1032,961,3473.001953,31257.01758,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.0453435,0.107936,375.9412537,374.6396484,85,4418,1802.548092,787.5033569
15238,5.128,5680.787,3.255,71,1032,961,3547.026856,31923.2417,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,NCED easement_GBERB,0,1,5,0.28,0.28,0.4580714,0.1955655,696.9954834,693.2600098,90,584,371.4609012,460.2038574
15240,32.378,10392.072,9.217,71,1032,961,28093.70117,252843.3105,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,2,5,0.2933333,0.2933333,0.1892497,0.4451252,12475.0791,12497.81152,89,584,2011.249701,199.9437561
15430,5.881,5841.033,3.467,53,968,967,4381.940918,39437.46826,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,1.3292673,0.1198128,514.3563232,524.6752319,87,12451,490.5373834,726.1328125
15431,101.003,37710.428,15.799,53,968,967,92165.96875,829493.7188,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.28,0.28,0.0167716,0.4051864,37480.55469,37320.1875,86,7300,896.5113867,212.2479858
15432,256.111,80733.59,25.481,53,968,967,235262.6875,2117364.188,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.214285714,4.571428571,0.2371429,0.2371429,0.1209343,0.6039097,141907.3125,141986.5313,80,168,0,132.4701233
15434,16.094,7671.33,6.184,53,968,967,13918.12695,125263.1426,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.1557288,0.2878202,4056.538574,4003.343506,87,10519,556.4260979,302.2720032
15435,338.148,69726.578,29.142,53,968,967,311186.5938,2800679.344,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.857142857,4.571428571,0.2428571,0.2428571,0.0270331,0.656331,203613.5781,204109.6563,88,9392,784.421515,134.0786896
15437,9.429,6476.712,4.597,53,968,967,7693.943359,69245.49023,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,3.827575,0.3378422,2572.330566,2597.669434,86,10519,650.22606,254.5566864
15439,18.2,8048.782,6.604,53,968,967,15884.72461,142962.5215,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.4799946,0.3338248,5326.841797,5299.30127,86,9392,556.5932391,257.6202087
15440,60.437,37316.472,12.092,53,1048,967,52723.27344,474509.4609,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.75,5,0.3,0.3,0.1734606,0.535861,28299.89063,28234.29492,88,4845,0,164.2217102
15441,40.777,16757.608,9.869,53,1048,967,35208.39453,316875.5508,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.2053016,0.4241926,15049.50586,14925.5498,89,6291,440.8412936,209.8103485
15442,45.747,31225.572,10.489,53,1048,967,39634.10156,356706.9141,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.166666667,5,0.2933333,0.2933333,0.9620556,0.8236786,33092.10938,32624.88086,89,6291,0,108.0518494
15443,311.268,59879.264,27.986,53,968,967,285931.1875,2573380.688,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.6875,4.625,0.2525,0.2525,0.2261407,0.6766966,193159,193363.8281,86,9392,48.05427383,127.0879745
15445,203.179,65612.38,22.43,53,1049,1048,184968.9531,1664720.578,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.1,5,0.28,0.28,0.1818113,0.9235803,171015.6719,170722.7969,90,3247,377.9948865,97.4468536
15450,7.95,6153.208,4.09,53,1048,967,6008.430176,54075.87158,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1231707,0.1810566,1055.921997,1087.173096,85,13034,400.4388694,469.4664917
15451,8.08,6175.389,4.125,53,1048,967,6123.995117,55115.95605,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.2991606,0.2356065,1412.225464,1441.932861,85,13034,180.8732183,360.7709961
15452,158.382,66561.911,19.647,53,1048,967,138163.4219,1243470.797,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1,5,0.3,0.3,0.1472027,0.4608321,63680.53906,63629.42188,86,6291,178.1461784,186.6189575
15453,9.154,6372.587,4.472,53,967,911,7151.432617,64362.89355,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.666666667,5,0.2933333,0.2933333,0.5164763,0.2884811,1986.192749,2061.755127,84,691,977.167305,291.1802063
15454,95.963,44470.731,15.37,53,967,911,84201.4375,757812.9375,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silty clay loam,None,NCED easement_GBERB,0,2.625,5,0.3,0.3,0.7714049,0.7437162,61385.59375,62582.57031,88,488,1009.367742,118.324707
15455,13.619,7142.071,5.605,53,967,911,11160.58887,100445.2998,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,0.0818267,0.1533774,1652.335083,1710.706299,84,2678,1040.028174,547.6685181
15456,9.454,6481.352,4.638,53,968,967,7718.118652,69463.06787,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.25,5,0.28,0.28,0.2503559,0.3391351,2637.114746,2615.825195,91,2347,512.4772841,268.3296204
15457,6.584,5929.7,3.697,53,967,911,4843.911621,43595.20459,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,1.00E-05,0.2486177,1147.868042,1203.525513,85,12952,764.6343897,341.8903198
15458,13.708,13379.456,5.621,53,967,911,11240.20313,101161.8281,"Developed, Open Space",Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,0.9369664,0.6088178,7051.936035,6838.922852,86,2347,574.3483622,141.2573853
15459,10.742,6646.275,4.927,53,967,911,8577.401367,77196.6123,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,1.5,5,0.2533333,0.2533333,1.00E-05,0.2536862,2178.150147,2174.604248,95,12952,540.4063914,374.4783325
15460,108.174,59333.695,16.322,53,967,911,95218.51563,856966.6406,"Developed, Open Space",Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.142857143,5,0.3085714,0.3085714,0.3298546,0.6257687,59608.22656,59547.05469,86,2347,0,137.4309692
15461,7.583,6090.626,3.997,53,1048,967,5682.365234,51141.28711,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1,5,0.3,0.3,0.212968,0.2967026,1682.303589,1684.906738,86,8901,170.2955004,289.8525696
15462,12.571,11368.221,5.397,73,1065,922,10159.30176,91433.71582,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,5.125,5,0.3,0.3,1.0719301,1.0756083,11064.78223,10920.63086,87,1980,419.8445831,80.8844681
15463,43.687,24669.409,10.407,73,1065,922,37963.74609,341673.7148,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,3.5,5,0.27,0.27,0.2555542,1.2815158,48683.50391,48620.74609,92,504,220.4386311,71.7899857
15464,5.755,6225.492,3.416,73,1065,922,4076.035889,36684.323,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,1,5,0.3,0.3,0.9002733,0.2968965,1178.382324,1209.405273,93,504,139.9663879,313.240448
15486,20.722,3532.378,7.312,71,954,949,18404.34961,165639.1465,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,7.5,5,0.3075,0.3075,0.4966525,1.4320635,26447.3457,26339.99609,86,12648,143.1013369,60.0532036
15487,69.481,12138.586,13.551,71,954,949,63244.29297,569198.6367,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,5.833333333,5,0.33,0.33,0.1201003,0.9645841,61176.82031,60966.89844,82,9838,123.7372072,85.0107269
15488,20.105,11913.22,6.963,73,1065,922,16886.87891,151981.9102,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,3,5,0.24,0.24,0.2671428,0.97882,16491.1582,16518.94141,94,1980,508.9360438,96.0340042
15489,10.687,11717.679,5.085,71,954,949,8949.429688,80544.86719,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,1.0862471,0.268506,2392.388916,2401.48999,92,5204,505.2033992,342.6366272
15490,5.235,10731.878,3.324,71,954,949,3813.220459,34318.98413,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,1,5,0.28,0.28,2.9205248,0.1398221,520.9771118,532.843689,92,5204,171.0429388,657.9790039
15491,6.449,5951.372,3.802,71,954,949,4956.827637,44611.44873,Herbaceuous,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2,5,0.3,0.3,1.00E-05,1.1194073,5803.007813,5545.303711,90,10400,0,80.3996887
15492,7.836,11202.126,4.279,71,954,949,6263.302734,56369.72461,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2,5,0.3,0.3,0.4759259,0.951133,5701.091797,5953.583496,92,10400,116.0284086,96.7267456
15493,10.013,6595.784,4.919,71,954,949,8314.331055,74828.97949,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,3.75,5,0.29,0.29,2.5312059,0.4742938,3918.615479,3941.012207,90,13486,27.97255596,189.7557831
15494,5.653,11193.58,3.507,71,1019,960,4193.942383,37745.48145,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.0425004,0.5252898,2127.423828,2201.687744,85,8277,113.6939543,161.8154297
15495,17.142,25912.007,6.629,71,954,949,15030.94824,135278.5342,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,1.333333333,3.333333333,0.2,0.2,4.0156002,0.6659062,9978.605469,10003.06445,61,3005,0,91.6044922
15496,13.701,2240.506,5.896,71,1061,961,11673.45215,105061.0693,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,2,5,0.24,0.24,0.026924,0.7944713,9266.712891,9268.62793,94,5299,83.52257009,118.3176804
15497,23.82,14079.8,7.898,71,1019,960,21256.51953,191308.6758,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,2,5,0.3,0.3,0.2894993,0.5530328,11826.05273,11748.37598,92,9838,370.6757547,166.355423
15498,5.563,10783.405,3.494,71,1061,961,4081.685059,36735.16553,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,1.3912101,0.4313172,1746.834595,1759.442627,87,5299,543.691589,201.7077026
15499,6.682,5983.731,3.906,71,1061,961,5125.420898,46128.78809,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,1.00E-05,0.4815092,2418.139404,2466.447022,85,5299,0,176.5282898
15500,12.628,2048.241,5.64,71,1061,961,10671.71875,96045.46875,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,3,5,0.248,0.248,0.3381445,1.1195118,11969.82129,11939.90332,92,11519,65.48115093,82.1786728
15501,99.204,22464.786,16.369,71,1019,960,90994.78906,818953.1016,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2.416666667,5,0.3,0.3,0.7876044,1.875587,171216.7031,170564.5781,96,4305,251.1560928,51.1839752
15502,5.487,5775.038,3.442,71,1019,960,4038.093018,36342.83716,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.2321504,0.3829105,1550.78772,1545.282715,85,8277,159.2327528,221.983963
15503,51.094,8938.744,11.761,71,1061,961,46572.52344,419152.7109,Herbaceuous,All areas are prime farmland,Well drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,4.388888889,5,0.28,0.28,3.3964481,2.7877631,130743.2969,129754.5703,89,2938,0,31.9252377
15505,14.571,2312.675,0,71,1032,961,12049.4668,108445.2012,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.1222761,0.1306955,1577.364258,1573.887451,87,4124,2193.123697,665.6693115
15506,6.927,10991.652,3.976,71,1032,961,5166.69043,46500.21387,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.2555256,0.5618383,3003.587647,2901.138184,87,7606,2374.120988,154.8488159
15507,31.019,10156.827,9.014,71,1032,961,26868.03125,241812.2813,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1.833333333,5,0.2666667,0.2666667,2.361304,0.2231624,6001.283691,5992.37793,88,584,1732.15776,394.331604
15508,26.728,9414.726,8.326,71,1032,961,23001.54492,207013.9043,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,2,5,0.272,0.272,0.9038244,0.6011987,13927.36816,13820.26563,89,584,1327.138522,148.0375824
15509,9.947,1513.447,4.871,71,1032,961,7885.339844,70968.05859,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.5,5,0.32,0.32,0.5050703,0.5813138,4614.46875,4581.118164,86,584,1234.038039,147.9407501
15510,11.234,6735.784,5.213,71,1032,961,9043.759766,81393.83789,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.4557183,0.1458281,1299.328613,1318.045898,85,584,1036.153711,582.8779297
15511,46.539,17842.894,11.057,71,1032,961,40862.9375,367766.4375,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.3182122,0.6603954,26585.53711,26969.49219,89,584,505.4547069,134.767746
15512,11.318,6750.365,5.239,71,1032,961,9119.729492,82077.56543,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.3,0.3,1.8520436,0.7867934,7137.789551,7171.064453,86,584,1271.817453,109.3044281
15513,16.807,12699.079,6.489,71,1032,961,14062.70508,126564.3457,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.875,5,0.28,0.28,0.277468,0.7969589,11296.89258,11200.66699,90,5299,653.6644345,112.9292831
15514,17.041,7739.595,6.562,71,1032,961,14273.79785,128464.1807,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.5,5,0.3,0.3,0.4599941,0.4589722,6543.107422,6547.375488,86,584,1580.62695,187.3751984
15515,42.444,17134.057,10.569,71,1032,961,37169.76563,334527.8906,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,1.1074774,0.4294102,16034.6084,15951.53613,86,584,978.4586277,200.2746735
15516,34.024,10676.822,9.467,71,1032,961,29577.29883,266195.6895,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1.1,5,0.288,0.288,2.1401405,0.3560148,10467.90527,10523.72656,89,584,1921.243852,249.9895782
15517,26.944,9451.951,8.402,71,1032,961,23195.49219,208759.4297,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,NCED easement_GBERB,0,1,5,0.28,0.28,0.0613,0.3853132,8926.165039,8932.249023,88,584,2567.635413,228.3856506
15518,5.786,5794.507,3.545,71,1032,961,4139.53125,37255.78125,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.666666667,5,0.2933333,0.2933333,4.2969418,0.2174437,915.8726807,899.5817261,86,584,2365.000392,395.5047607
15519,4.632,5595.091,3.057,71,1032,961,3100.532715,27904.79443,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,3.333333333,5,0.28,0.28,4.6850147,1.2366711,5008.518066,3832.013672,92,11519,1431.392624,74.3932648
15943,20.098,8375.972,6.903,53,1049,1048,17589.44336,158304.9902,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,1.166666667,5,0.28,0.28,0.2507041,0.4729844,8351.958984,8314.110352,89,1344,645.6892835,188.1668701
15949,18.338,3061.79,6.584,53,1049,1048,15952.49609,143572.4648,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.1993914,0.2146349,3407.543457,3421.731934,84,1344,1249.785757,391.3623047
15953,35.146,6063.575,9.274,53,1049,1048,31592.35352,284331.1816,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.833333333,4,0.18,0.18,0.1825278,0.8249257,26126.22266,26044.33594,85,1344,1520.556525,103.0395889
15954,10.086,6594.536,4.773,53,968,967,8307.828125,74770.45313,"Developed, Open Space",Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.0048753,0.6391608,5332.518066,5306.617188,87,9392,0,136.1159973
15955,25.959,9422.611,7.927,53,1049,1048,23042.62891,207383.6602,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,1.2905378,0.3923773,9026.246094,9035.542969,86,3247,456.0722021,219.1768188
15956,57.888,15127.013,11.979,53,1049,1048,52763.625,474872.625,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.3,0.3,0.1692234,0.4635931,24370.62305,24444.95313,86,3247,863.0541821,185.5075226
15957,137.257,28901.189,18.477,53,1049,1048,124529.6484,1120766.836,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.625,5,0.3,0.3,0.2533778,0.4116851,51286.90234,51233.85547,86,3247,0,208.8975372
15958,12.714,7057.655,5.4,53,1049,1048,10720.76367,96486.87305,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.833333333,5,0.28,0.28,0.1733314,0.7502466,7960.866699,8037.98584,89,1344,1110.309564,118.6276627
15959,10.661,6691.086,4.901,53,1049,1048,8810.874023,79297.86621,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.1929485,0.2385107,2163.769531,2100.123047,87,3247,1068.944018,364.7634583
15960,51.784,14036.221,11.372,53,1049,1048,47080.39453,423723.5508,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.625,5,0.29,0.29,1.0622524,0.4068389,18981.47461,19141.76367,88,3247,490.3396558,216.3018494
15961,5.431,5757.437,3.286,53,1049,1048,3946.386963,35517.48267,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.0081329,0.1933887,720.5662231,762.6918945,87,3247,930.813722,449.8712463
15962,5.729,5810.72,3.413,53,1049,1048,4224.00293,38016.02637,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.2232356,0.2667811,1123.682007,1126.158081,87,7828,593.4941854,326.1100769
15963,6.53,5953.655,3.682,53,1049,1048,4968.720215,44718.48193,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.5343136,0.1469815,738.1409912,729.8353882,87,3247,1227.172315,591.9113159
15964,60.451,15585.214,12.305,53,1049,1048,55150.9375,496358.4375,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,0.1678182,0.3895902,21490.18555,21472.35938,84,3247,886.3800658,215.6111603
15965,62.372,27119.455,12.466,53,1049,1048,56939.97656,512459.7891,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.833333333,4,0.1933333,0.1933333,0.0372951,0.9847432,55834.9375,56034.78125,83,3247,1440.014445,84.2859344
15966,9.13,6423.302,4.515,53,968,967,7415.666992,66741.00293,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,1.00E-05,0.7691146,5544.546387,5699.82666,87,9392,46.22630494,113.1170883
15967,262.281,49241.428,25.29,53,1048,967,230506.0781,2074554.703,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.071428571,5,0.2857143,0.2857143,0.0078949,0.6686659,152032.5625,154033.6406,90,6291,131.9661861,134.5963593
15968,9.974,6568.406,4.747,53,1049,1048,8171.688477,73545.19629,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.0746046,0.4030725,3264.886963,3291.659424,87,7828,511.4299831,215.8420715
15969,4.609,5583.381,2.909,53,1048,967,3039.526123,27355.73511,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,5.6134701,0.2062746,651.6212769,626.5753784,85,7828,483.2979835,412.0721436
15970,94.998,43776.4,15.176,53,1048,967,82505.39844,742548.5859,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.3,5,0.304,0.304,0.467458,0.5947067,48749.29688,49035.16406,88,7828,576.3688289,147.9720917
15971,47.79,23037.144,10.959,53,1049,1048,43362.05078,390258.457,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.166666667,5,0.2933333,0.2933333,0.2269631,0.3339923,14608.82324,14473.27832,85,7828,139.8262614,254.4968872
16045,5.571,10784.858,3.501,71,1061,961,4089.254639,36803.29175,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.25,5,0.28,0.28,1.00E-05,0.4509844,2009.135376,1843.08313,91,11519,645.247317,201.7808228
16046,38.205,11400.352,10.029,71,1032,961,33347.02344,300123.2109,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,2.75,5,0.28,0.28,1.00E-05,0.9001489,29602.29492,29999.41992,91,11519,1425.804345,101.0943909
16047,5.98,5827.894,3.611,71,1032,961,4313.481445,38821.33301,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.8415768,0.3142269,1348.975952,1354.604981,86,11519,1793.08715,273.6876221
16048,77.387,17982.143,14.266,71,1032,961,67639.38281,608754.4453,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.166666667,5,0.28,0.28,0.0783948,0.7729391,52277.73828,52249.82813,91,11519,976.168198,117.7324219
16049,22.455,20757.958,7.584,71,1032,961,19151.19336,172360.7402,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.25,5,0.28,0.28,0.7114633,0.3191926,6153.395996,6109.25,91,11519,640.9238188,285.0942993
